Causas (lista reducida);Sexo;Provincia de residencia;Total
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;44 Teruel;3
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;45 Toledo;19
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;46 Valencia/València;95
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;47 Valladolid;17
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;49 Zamora;9
009 Tumor maligno del labio, de la cavidad bucal y de la faringe;Hombres;50 Zaragoza;24
010 Tumor maligno del esófago;Hombres;02 Albacete;5
010 Tumor maligno del esófago;Hombres;03 Alicante/Alacant;60
010 Tumor maligno del esófago;Hombres;04 Almería;12
010 Tumor maligno del esófago;Hombres;01 Araba/Álava;12
010 Tumor maligno del esófago;Hombres;33 Asturias;42
010 Tumor maligno del esófago;Hombres;05 Ávila;8
010 Tumor maligno del esófago;Hombres;06 Badajoz;32
010 Tumor maligno del esófago;Hombres;08 Barcelona;173
010 Tumor maligno del esófago;Hombres;48 Bizkaia;69
010 Tumor maligno del esófago;Hombres;09 Burgos;14
010 Tumor maligno del esófago;Hombres;10 Cáceres;10
010 Tumor maligno del esófago;Hombres;11 Cádiz;39
010 Tumor maligno del esófago;Hombres;39 Cantabria;26
010 Tumor maligno del esófago;Hombres;12 Castellón/Castelló;26
010 Tumor maligno del esófago;Hombres;13 Ciudad Real;11
010 Tumor maligno del esófago;Hombres;14 Córdoba;18
010 Tumor maligno del esófago;Hombres;15 Coruña, A;51
010 Tumor maligno del esófago;Hombres;16 Cuenca;6
010 Tumor maligno del esófago;Hombres;20 Gipuzkoa;39
010 Tumor maligno del esófago;Hombres;17 Girona;38
010 Tumor maligno del esófago;Hombres;18 Granada;20
010 Tumor maligno del esófago;Hombres;19 Guadalajara;9
010 Tumor maligno del esófago;Hombres;21 Huelva;7
010 Tumor maligno del esófago;Hombres;22 Huesca;9
010 Tumor maligno del esófago;Hombres;23 Jaén;9
010 Tumor maligno del esófago;Hombres;24 León;23
010 Tumor maligno del esófago;Hombres;25 Lleida;16
010 Tumor maligno del esófago;Hombres;27 Lugo;13
010 Tumor maligno del esófago;Hombres;28 Madrid;144
010 Tumor maligno del esófago;Hombres;29 Málaga;53
010 Tumor maligno del esófago;Hombres;30 Murcia;38
010 Tumor maligno del esófago;Hombres;31 Navarra;17
010 Tumor maligno del esófago;Hombres;32 Ourense;15
010 Tumor maligno del esófago;Hombres;34 Palencia;7
010 Tumor maligno del esófago;Hombres;36 Pontevedra;44
010 Tumor maligno del esófago;Hombres;26 Rioja, La;17
010 Tumor maligno del esófago;Hombres;37 Salamanca;13
010 Tumor maligno del esófago;Hombres;40 Segovia;7
010 Tumor maligno del esófago;Hombres;41 Sevilla;48
010 Tumor maligno del esófago;Hombres;42 Soria;4
010 Tumor maligno del esófago;Hombres;43 Tarragona;28
010 Tumor maligno del esófago;Hombres;44 Teruel;5
010 Tumor maligno del esófago;Hombres;45 Toledo;27
010 Tumor maligno del esófago;Hombres;46 Valencia/València;82
010 Tumor maligno del esófago;Hombres;47 Valladolid;20
010 Tumor maligno del esófago;Hombres;49 Zamora;6
010 Tumor maligno del esófago;Hombres;50 Zaragoza;27
011 Tumor maligno del estómago;Hombres;02 Albacete;23
011 Tumor maligno del estómago;Hombres;03 Alicante/Alacant;103
011 Tumor maligno del estómago;Hombres;04 Almería;37
011 Tumor maligno del estómago;Hombres;01 Araba/Álava;26
011 Tumor maligno del estómago;Hombres;33 Asturias;102
011 Tumor maligno del estómago;Hombres;05 Ávila;18
011 Tumor maligno del estómago;Hombres;06 Badajoz;61
011 Tumor maligno del estómago;Hombres;08 Barcelona;324
011 Tumor maligno del estómago;Hombres;48 Bizkaia;100
011 Tumor maligno del estómago;Hombres;09 Burgos;45
011 Tumor maligno del estómago;Hombres;10 Cáceres;28
011 Tumor maligno del estómago;Hombres;11 Cádiz;66
011 Tumor maligno del estómago;Hombres;39 Cantabria;41
011 Tumor maligno del estómago;Hombres;12 Castellón/Castelló;44
011 Tumor maligno del estómago;Hombres;13 Ciudad Real;51
011 Tumor maligno del estómago;Hombres;14 Córdoba;44
011 Tumor maligno del estómago;Hombres;15 Coruña, A;106
011 Tumor maligno del estómago;Hombres;16 Cuenca;21
011 Tumor maligno del estómago;Hombres;20 Gipuzkoa;62
011 Tumor maligno del estómago;Hombres;17 Girona;44
011 Tumor maligno del estómago;Hombres;18 Granada;49
011 Tumor maligno del estómago;Hombres;19 Guadalajara;24
011 Tumor maligno del estómago;Hombres;21 Huelva;25
011 Tumor maligno del estómago;Hombres;22 Huesca;17
011 Tumor maligno del estómago;Hombres;23 Jaén;37
011 Tumor maligno del estómago;Hombres;24 León;58
011 Tumor maligno del estómago;Hombres;25 Lleida;37
011 Tumor maligno del estómago;Hombres;27 Lugo;31
011 Tumor maligno del estómago;Hombres;28 Madrid;381
011 Tumor maligno del estómago;Hombres;29 Málaga;56
011 Tumor maligno del estómago;Hombres;30 Murcia;69
011 Tumor maligno del estómago;Hombres;31 Navarra;51
011 Tumor maligno del estómago;Hombres;32 Ourense;36
011 Tumor maligno del estómago;Hombres;34 Palencia;12
011 Tumor maligno del estómago;Hombres;36 Pontevedra;85
011 Tumor maligno del estómago;Hombres;26 Rioja, La;27
011 Tumor maligno del estómago;Hombres;37 Salamanca;36
011 Tumor maligno del estómago;Hombres;40 Segovia;10
011 Tumor maligno del estómago;Hombres;41 Sevilla;74
011 Tumor maligno del estómago;Hombres;42 Soria;12
011 Tumor maligno del estómago;Hombres;43 Tarragona;44
011 Tumor maligno del estómago;Hombres;44 Teruel;13
011 Tumor maligno del estómago;Hombres;45 Toledo;44
011 Tumor maligno del estómago;Hombres;46 Valencia/València;153
011 Tumor maligno del estómago;Hombres;47 Valladolid;47
011 Tumor maligno del estómago;Hombres;49 Zamora;17
011 Tumor maligno del estómago;Hombres;50 Zaragoza;62
012 Tumor maligno del colon;Hombres;02 Albacete;49
012 Tumor maligno del colon;Hombres;03 Alicante/Alacant;265
012 Tumor maligno del colon;Hombres;04 Almería;103
012 Tumor maligno del colon;Hombres;01 Araba/Álava;46
012 Tumor maligno del colon;Hombres;33 Asturias;236
012 Tumor maligno del colon;Hombres;05 Ávila;36
012 Tumor maligno del colon;Hombres;06 Badajoz;113
012 Tumor maligno del colon;Hombres;08 Barcelona;720
012 Tumor maligno del colon;Hombres;48 Bizkaia;191
012 Tumor maligno del colon;Hombres;09 Burgos;69
012 Tumor maligno del colon;Hombres;10 Cáceres;79
012 Tumor maligno del colon;Hombres;11 Cádiz;171
012 Tumor maligno del colon;Hombres;39 Cantabria;86
012 Tumor maligno del colon;Hombres;12 Castellón/Castelló;93
012 Tumor maligno del colon;Hombres;13 Ciudad Real;83
012 Tumor maligno del colon;Hombres;14 Córdoba;145
012 Tumor maligno del colon;Hombres;15 Coruña, A;208
012 Tumor maligno del colon;Hombres;16 Cuenca;24
012 Tumor maligno del colon;Hombres;20 Gipuzkoa;100
012 Tumor maligno del colon;Hombres;17 Girona;116
012 Tumor maligno del colon;Hombres;18 Granada;140
012 Tumor maligno del colon;Hombres;19 Guadalajara;36
012 Tumor maligno del colon;Hombres;21 Huelva;68
012 Tumor maligno del colon;Hombres;22 Huesca;49
012 Tumor maligno del colon;Hombres;23 Jaén;81
012 Tumor maligno del colon;Hombres;24 León;98
012 Tumor maligno del colon;Hombres;25 Lleida;73
012 Tumor maligno del colon;Hombres;27 Lugo;72
012 Tumor maligno del colon;Hombres;28 Madrid;720
012 Tumor maligno del colon;Hombres;29 Málaga;191
012 Tumor maligno del colon;Hombres;30 Murcia;178
012 Tumor maligno del colon;Hombres;31 Navarra;91
012 Tumor maligno del colon;Hombres;32 Ourense;69
012 Tumor maligno del colon;Hombres;34 Palencia;33
012 Tumor maligno del colon;Hombres;36 Pontevedra;153
012 Tumor maligno del colon;Hombres;26 Rioja, La;52
012 Tumor maligno del colon;Hombres;37 Salamanca;90
012 Tumor maligno del colon;Hombres;40 Segovia;35
012 Tumor maligno del colon;Hombres;41 Sevilla;296
012 Tumor maligno del colon;Hombres;42 Soria;14
012 Tumor maligno del colon;Hombres;43 Tarragona;112
012 Tumor maligno del colon;Hombres;44 Teruel;27
012 Tumor maligno del colon;Hombres;45 Toledo;108
012 Tumor maligno del colon;Hombres;46 Valencia/València;352
012 Tumor maligno del colon;Hombres;47 Valladolid;102
012 Tumor maligno del colon;Hombres;49 Zamora;50
012 Tumor maligno del colon;Hombres;50 Zaragoza;158
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;02 Albacete;23
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;03 Alicante/Alacant;94
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;04 Almería;30
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;01 Araba/Álava;14
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;33 Asturias;67
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;05 Ávila;10
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;06 Badajoz;57
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;08 Barcelona;253
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;48 Bizkaia;65
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;09 Burgos;28
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;10 Cáceres;41
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;11 Cádiz;65
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;39 Cantabria;30
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;12 Castellón/Castelló;32
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;13 Ciudad Real;34
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;14 Córdoba;46
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;15 Coruña, A;65
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;16 Cuenca;14
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;20 Gipuzkoa;33
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;17 Girona;35
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;18 Granada;44
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;19 Guadalajara;9
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;21 Huelva;23
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;22 Huesca;23
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;23 Jaén;49
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;24 León;37
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;25 Lleida;23
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;27 Lugo;23
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;28 Madrid;289
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;29 Málaga;66
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;30 Murcia;63
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;31 Navarra;33
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;32 Ourense;25
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;34 Palencia;14
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;36 Pontevedra;64
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;26 Rioja, La;24
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;37 Salamanca;36
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;40 Segovia;15
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;41 Sevilla;74
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;42 Soria;9
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;43 Tarragona;47
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;44 Teruel;10
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;45 Toledo;38
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;46 Valencia/València;130
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;47 Valladolid;29
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;49 Zamora;23
013 Tumor maligno del recto, de la porción rectosigmoide y del ano;Hombres;50 Zaragoza;51
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;02 Albacete;24
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;03 Alicante/Alacant;140
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;04 Almería;37
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;01 Araba/Álava;34
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;33 Asturias;118
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;05 Ávila;12
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;06 Badajoz;39
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;08 Barcelona;442
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;48 Bizkaia;137
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;09 Burgos;41
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;10 Cáceres;29
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;11 Cádiz;100
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;39 Cantabria;64
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;12 Castellón/Castelló;40
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;13 Ciudad Real;38
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;14 Córdoba;51
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;15 Coruña, A;111
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;16 Cuenca;12
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;20 Gipuzkoa;57
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;17 Girona;43
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;18 Granada;64
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;19 Guadalajara;15
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;21 Huelva;39
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;22 Huesca;22
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;23 Jaén;33
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;24 León;38
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;25 Lleida;34
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;27 Lugo;46
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;28 Madrid;394
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;29 Málaga;108
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;30 Murcia;86
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;31 Navarra;46
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;32 Ourense;30
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;34 Palencia;18
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;36 Pontevedra;102
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;26 Rioja, La;21
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;37 Salamanca;24
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;40 Segovia;18
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;41 Sevilla;139
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;42 Soria;6
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;43 Tarragona;69
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;44 Teruel;12
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;45 Toledo;53
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;46 Valencia/València;213
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;47 Valladolid;48
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;49 Zamora;19
014 Tumor maligno del hígado y vías biliares intrahepáticas;Hombres;50 Zaragoza;72
015 Tumor maligno del páncreas;Hombres;02 Albacete;27
015 Tumor maligno del páncreas;Hombres;03 Alicante/Alacant;170
015 Tumor maligno del páncreas;Hombres;04 Almería;29
015 Tumor maligno del páncreas;Hombres;01 Araba/Álava;24
015 Tumor maligno del páncreas;Hombres;33 Asturias;144
015 Tumor maligno del páncreas;Hombres;05 Ávila;12
015 Tumor maligno del páncreas;Hombres;06 Badajoz;62
015 Tumor maligno del páncreas;Hombres;08 Barcelona;429
015 Tumor maligno del páncreas;Hombres;48 Bizkaia;120
015 Tumor maligno del páncreas;Hombres;09 Burgos;37
015 Tumor maligno del páncreas;Hombres;10 Cáceres;27
015 Tumor maligno del páncreas;Hombres;11 Cádiz;94
015 Tumor maligno del páncreas;Hombres;39 Cantabria;50
015 Tumor maligno del páncreas;Hombres;12 Castellón/Castelló;46
015 Tumor maligno del páncreas;Hombres;13 Ciudad Real;47
015 Tumor maligno del páncreas;Hombres;14 Córdoba;59
015 Tumor maligno del páncreas;Hombres;15 Coruña, A;109
015 Tumor maligno del páncreas;Hombres;16 Cuenca;23
015 Tumor maligno del páncreas;Hombres;20 Gipuzkoa;54
015 Tumor maligno del páncreas;Hombres;17 Girona;54
015 Tumor maligno del páncreas;Hombres;18 Granada;67
015 Tumor maligno del páncreas;Hombres;19 Guadalajara;11
015 Tumor maligno del páncreas;Hombres;21 Huelva;34
015 Tumor maligno del páncreas;Hombres;22 Huesca;24
015 Tumor maligno del páncreas;Hombres;23 Jaén;46
015 Tumor maligno del páncreas;Hombres;24 León;48
015 Tumor maligno del páncreas;Hombres;25 Lleida;51
015 Tumor maligno del páncreas;Hombres;27 Lugo;26
015 Tumor maligno del páncreas;Hombres;28 Madrid;436
015 Tumor maligno del páncreas;Hombres;29 Málaga;110
015 Tumor maligno del páncreas;Hombres;30 Murcia;91
015 Tumor maligno del páncreas;Hombres;31 Navarra;45
015 Tumor maligno del páncreas;Hombres;32 Ourense;41
015 Tumor maligno del páncreas;Hombres;34 Palencia;15
015 Tumor maligno del páncreas;Hombres;36 Pontevedra;76
015 Tumor maligno del páncreas;Hombres;26 Rioja, La;29
015 Tumor maligno del páncreas;Hombres;37 Salamanca;41
015 Tumor maligno del páncreas;Hombres;40 Segovia;9
015 Tumor maligno del páncreas;Hombres;41 Sevilla;139
015 Tumor maligno del páncreas;Hombres;42 Soria;5
015 Tumor maligno del páncreas;Hombres;43 Tarragona;61
015 Tumor maligno del páncreas;Hombres;44 Teruel;14
015 Tumor maligno del páncreas;Hombres;45 Toledo;60
015 Tumor maligno del páncreas;Hombres;46 Valencia/València;199
015 Tumor maligno del páncreas;Hombres;47 Valladolid;43
015 Tumor maligno del páncreas;Hombres;49 Zamora;21
015 Tumor maligno del páncreas;Hombres;50 Zaragoza;86
016 Otros tumores malignos digestivos;Hombres;02 Albacete;7
016 Otros tumores malignos digestivos;Hombres;03 Alicante/Alacant;28
016 Otros tumores malignos digestivos;Hombres;04 Almería;24
